DOI,Название статьи,Аннотация,Начало эксперимента,Конец эксперимента,Геопозиция (страна и город с вшитыми координатами),Площадь прототипа (м^2),Коэффициент эквивалентности земли по биомассе,Коэффициент эквивалентности земли по урожайности,Открытость участка,Гигрометрия почвы,Неоднородность почвы,Культура,Расстояние между рядами посадки (м),Покрытие поверхности земли по вертикали,Тип СБ,Ориентация СБ (гр. на юг),Угол наклона СБ (гр.),Шаг между СБ (м),Высота над землей (м),Расстояние между рядами (м),ФАР (отн. нормальной),Горизонтальное глобальное облучение (кВт*ч/м^2/год),Горизонтальное глобальное облучение (кВт*ч/м^2/день),Эффективное глобальное облучение (кВт*ч/м^2/год) - на плоскости коллектора,Падающее глобальное облучение (кВт*ч/м^2),Удельная производительность (Вт/м^2),Полная производительность (кВт),Годовая выработка электроэнергии (кВт*ч/год),Удельная выработка электроэнергии (кВт*ч/(кВт(пик)*год),Сухое вещество,Урожайность,Снижение эвапотранспирации,Изменение влажности почвы,Изменение температуры почвы (гр.),Изменение температуры воздуха (гр.),Примечание,Article Title,Abstract,Beginning of the experiment,End of the experiment,Geolocation (country and city with embedded coordinates),Total_Land_Area_ha,Land_Use_Type,Forestry_to_Agriculture_Ratio,Woody_Species,Woody_Biomass_Yield_tDM_ha,Woody_Relative_Yield_vs_Monoculture_%,Agricultural_Crop,Crop_Yield_tDM_ha,Crop_Relative_Yield_vs_Monoculture_%,PV_System_Type,PV_Power_Density_kWp_ha,PV_Electricity_Yield_kWh_kWp,LCOE_ct_kWh,Tilt_Angle_deg,Orientation,Height_Above_Ground_m,Row_Spacing_m,Shading_Rate_%,Land_Loss_due_to_PV_%,Relative_Field_Yield_RFY_%,Biomass_Cost_EUR_tDM,Land_Equivalent_Ratio_LER,Optimal_Solution_Found,Cost_Reduction_Threshold_for_Competitiveness_%,Yield_Increase_Threshold_for_Competitiveness_%,Biodiversity_Impact,Soil_Protection_Benefit,Non_Monetized_Benefits,Notes,Water body type,Water surface area (m^2),Aquatic organism,Aquaculture production (t/ha),PV model,PV installation type,PV power (kWp),Tilt angle (deg),Azimuth angle (deg),Height above water (m),Coverage ratio,PV area (m^2),PV density (kWp/ha),GHI (kWh/(m2_year)),Specific yield (kWh/kWp),Annual energy output (MWh),Performance Gain vs Land,Water evaporation reduction,Water quality monitoring,Shading impact on organism,Types of energy use,LER_Food_Energy
10.52825/agripv.v3i.1403,A Public-Private Partnership to Develop Agrivoltaics in the US Midwest,"The expansion of solar energy at a utility scale in the Midwest of the USA will include land currently being used for farming.  This development does not have to remove this land from agricultural use, if agrivoltaic practices are considered.  However, there is a lack of data and recommendations for how solar facilities can be used for agricultural purposes. To address this gap, Iowa State University (ISU) and Alliant Energy have entered into a public-private partnership to explore the agronomic, economic and social aspects of agrivoltaic practices. This partnership models future interactions between landowner and utility companies interested in siting solar farms on land currently used for agricultural purposes. In this presentation, we describe how this partnership was developed and led to the construction of a solar farm that can measure both the value of crop production and the impact of understory vegetation on energy production. Through a series of meetings with Alliant Energy representatives and faculty at ISU, a site design was implemented, officially titled the Alliant Energy Solar Farm at Iowa State University. We summarize preliminary results from our initial field season, noting how a common vegetable crop, summer squash, was produced and responded to the conditions at this solar farm.",01.09.2023,,Айова,40400,,,Открытый грунт,Равномерное орошение,Средняя,Нейтрально-дневная клубника,,,,,,,,,,,,,,,,,,,,,,,,"Документ является описанием начального этапа многолетнего исследовательского проекта, поэтому многие технические и итоговые данные (такие как выработка энергии, LER, PAR) еще не представлены или находятся в процессе сбора. Для получения некоторых отсутствующих данных (например, угла наклона фиксированных панелей, шага между панелями) может потребоваться обращение к авторам или дополнительным техническим отчетам.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52825/agripv.v3i.1403,A Public-Private Partnership to Develop Agrivoltaics in the US Midwest,"The expansion of solar energy at a utility scale in the Midwest of the USA will include land currently being used for farming.  This development does not have to remove this land from agricultural use, if agrivoltaic practices are considered.  However, there is a lack of data and recommendations for how solar facilities can be used for agricultural purposes. To address this gap, Iowa State University (ISU) and Alliant Energy have entered into a public-private partnership to explore the agronomic, economic and social aspects of agrivoltaic practices. This partnership models future interactions between landowner and utility companies interested in siting solar farms on land currently used for agricultural purposes. In this presentation, we describe how this partnership was developed and led to the construction of a solar farm that can measure both the value of crop production and the impact of understory vegetation on energy production. Through a series of meetings with Alliant Energy representatives and faculty at ISU, a site design was implemented, officially titled the Alliant Energy Solar Farm at Iowa State University. We summarize preliminary results from our initial field season, noting how a common vegetable crop, summer squash, was produced and responded to the conditions at this solar farm.",01.09.2023,,Айова,40400,,,Открытый грунт,Равномерное орошение,Средняя,Смеси трав и медоносных растений,,,,,,,,,,,,,,,,,,,,,,,,"Документ является описанием начального этапа многолетнего исследовательского проекта, поэтому многие технические и итоговые данные (такие как выработка энергии, LER, PAR) еще не представлены или находятся в процессе сбора. Для получения некоторых отсутствующих данных (например, угла наклона фиксированных панелей, шага между панелями) может потребоваться обращение к авторам или дополнительным техническим отчетам.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52825/agripv.v3i.1356,A Study of Agrivoltaics Peanut Production With Single-Axis Tracking Systems,"This study investigates the application of single-axis solar tracking systems in peanut production, a crucial crop for global food security and economic sustainability. The experiment was conducted at the FIT Solar Laboratory in Sorocaba, Brazil, from May to September 2023. Peanut plants were cultivated under two conditions: an Agrivoltaic system with bifacial solar modules with a single axis tracking system, and in a conventional agricultural setup. Key findings indicate that peanut biomass yield under Agrivoltaic systems was 17.02% lower than in traditional agricultural systems, primarily due to shading effects inherent to the dual-use configuration. Despite this reduction, the morpho-physiological parameters of peanut plants, including plant height (31.2 ± 1.5 cm), stem diameter (5.3 ± 0.3 mm), stomatal conductivity (0.24 ± 0.02 mol/m²·s), and chlorophyll index (34.6 ± 2.1 SPAD units), remained stable under the Agrivoltaic system, demonstrating the adaptability of peanut plants to lower light conditions. Photosynthetically active radiation (PAR) measurements varied significantly depending on the position under the trackers, with values ranging from 150 to 1,200 µmol/m²·s, reflecting the heterogeneity of light distribution. The Agrivoltaic system achieved an energy production of 2,354.82 kWh/kWp, reflecting a minimal deviation of 4.36% compared to the PV-only control system, which recorded 2,462.26 kWh/kWp. The Energy Performance Index (EPI) for the Agrivoltaic system was calculated at 0.96, demonstrating its efficiency in converting available solar energy under real-world conditions. This performance aligns with industry standards, underscoring the efficiency of single axis tracking systems in balancing agricultural and energy outputs.",22.05.2023,15.09.2023,Сорокаба,500,"0,3147","0,3147",Открытый грунт,Равномерное орошение,,Арахис IAC-385,,,CS3W-385PB-AG,0.0,,,"1,5","6,1",,,,,,,,,"2354,82","76,45%","76,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52825/agripv.v1i.632,Agri-Horti-PV Research System in North Rhine-Westphalia Including PV Trackers and Integrated Rainwater Harvesting,"We present a new Agri-Horti-PV system installed at the end of 2021 in the brown coal area of North Rhine-Westphalia near Jülich, Germany. The system contains different PV installations: Standard south oriented PV modules with a rainwater harvesting set up and east-west tracker modules, of which one is equipped with a rainwater harvesting setup. For the investigation of plant growth under the PV panels and on the reference areas without PV installations a novel rail system allowing for automatic camera movement is integrated in the Agri-Horti-PV park. Using the camera setup plant growth measurements with high spatio-temporal resolution will be possible. The scientific investigations of crop growth and the influence of variable shading conditions controlled by the tracking system started in the growth season of 2022. Here we present the technical details of the system as well as first results of an experiment carried out with faba beans, assessing impact of the Horti-PV system on growth dynamics and leaf morphology.",,,Юлих,1000,,,Открытый грунт,Неравномерное орошение,,Конские бобы Tiffany,,,,0.0,20,,"4,3",4,,,,,,,295,,,,,,,,,"Включает участки с различными покрытиями между панелями (противоградовая сетка, стеклянная крыша) для изучения управления водными ресурсами. Один участок полностью открыт для дождя. Сбор дождевой воды: интегрированная система для сбора и использования дождевой воды. Алгоритмы слежения с двойной целью: разрабатываются специальные алгоритмы для управления трекерами, которые балансируют между максимизацией производства электроэнергии и оптимизацией условий для роста сельскохозяйственных культур. Автоматизированная система фенотипирования: уникальная рельсовая система с камерами и датчиками для автоматического высокочастотного мониторинга роста растений с высоким пространственным разрешением. Комбинация агро- и хорти-ФЭП: платформа позволяет изучать как низкие (овощные), так и высокие (полевые) культуры на одной площадке. Скорость ежедневного роста растений в системе была ниже, чем на контрольном участке. Рост в зоне ""APV-closed"" (под панелями) значительно замедлился после 49 дней после посева, предположительно из-за нехватки воды и света. Морфология листьев (Specific Leaf Area - SLA): У растений под ФЭП (""APV-open"" и ""APV-closed"") удельная площадь листа (SLA) была выше, чем у контрольных растений. Более высокий SLA обычно указывает на адаптацию к условиям затенения.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52825/agripv.v1i.632,Agri-Horti-PV Research System in North Rhine-Westphalia Including PV Trackers and Integrated Rainwater Harvesting,"We present a new Agri-Horti-PV system installed at the end of 2021 in the brown coal area of North Rhine-Westphalia near Jülich, Germany. The system contains different PV installations: Standard south oriented PV modules with a rainwater harvesting set up and east-west tracker modules, of which one is equipped with a rainwater harvesting setup. For the investigation of plant growth under the PV panels and on the reference areas without PV installations a novel rail system allowing for automatic camera movement is integrated in the Agri-Horti-PV park. Using the camera setup plant growth measurements with high spatio-temporal resolution will be possible. The scientific investigations of crop growth and the influence of variable shading conditions controlled by the tracking system started in the growth season of 2022. Here we present the technical details of the system as well as first results of an experiment carried out with faba beans, assessing impact of the Horti-PV system on growth dynamics and leaf morphology.",,,Юлих,1000,"0,33","0,33",Открытый грунт,Неравномерное орошение,,Конские бобы Tiffany,,,,,,,"5,75",11,,,,,,,295,,,,,,,,,"Трекер A (с сбором дождевой воды): модули установлены под углом друг к другу, образуя V-образную форму для сбора воды в желоб. Трекер B (традиционный): модули установлены плоско. Сбор дождевой воды: интегрированная система для сбора и использования дождевой воды. Алгоритмы слежения с двойной целью: разрабатываются специальные алгоритмы для управления трекерами, которые балансируют между максимизацией производства электроэнергии и оптимизацией условий для роста сельскохозяйственных культур. Автоматизированная система фенотипирования: уникальная рельсовая система с камерами и датчиками для автоматического высокочастотного мониторинга роста растений с высоким пространственным разрешением. Комбинация агро- и хорти-ФЭП: платформа позволяет изучать как низкие (овощные), так и высокие (полевые) культуры на одной площадке. Скорость ежедневного роста растений в системе была ниже, чем на контрольном участке. Рост в зоне ""APV-closed"" (под панелями) значительно замедлился после 49 дней после посева, предположительно из-за нехватки воды и света. Морфология листьев (Specific Leaf Area - SLA): У растений под ФЭП (""APV-open"" и ""APV-closed"") удельная площадь листа (SLA) была выше, чем у контрольных растений. Более высокий SLA обычно указывает на адаптацию к условиям затенения.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52825/agripv.v1i.607,"Agrivoltaic in a Semi-Aride Climate: Co-Existence of Agricultural Activities in Utility-Scale Plants of EGP for Multiple and Sustainable Land Use: A Case Study of Pepper, Aloe Vera and Thyme","The benefits deriving from the coexistence of energy production from a photovoltaic plant and crops growth on the same land have been investigated in Enel Green Power photovoltaic plant of Totana, in the semi-arid region of Murcia, in Spain. In this area, scarcity of water resources and high temperatures can have a major impact on production and agrivoltaic can be relevant for the potential benefits of shading on crops. Pepper “Bola”, aloe vera and thyme have been selected for their economic importance and adaptation to the conditions of the area. The results reported are related to the testing areas in the corridors between two modules rows and to the control area. For pepper, an increase of more than 60% in the agricultural yield and in fresh mean weight and of more than 30% for the fruits number have been observed in the corridors, with respect to the control area. For aloe and thyme in the corridor zone a higher plant biomass (more than 30% and 20%, respectively) has been recorded, compared to the control area. An increase of 11% in weight of the fresh biomass has also been detected for thyme in the corridor after about one year from the implementation. The results obtained in the first year have shown that the intermittent shade and microclimate generated by the photovoltaic panels in the corridor area could benefit pepper, aloe vera and thyme cultivation. These trials will continue in next crop cycles, to confirm the preliminary results.",31.03.2021,31.05.2022,Totana,45000,,,Открытый грунт,Равномерное орошение,Средняя,Перец Bola,,,,,,,,"5,5",,,"5,7",,,,,,,160%,160%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52825/agripv.v1i.607,"Agrivoltaic in a Semi-Aride Climate: Co-Existence of Agricultural Activities in Utility-Scale Plants of EGP for Multiple and Sustainable Land Use: A Case Study of Pepper, Aloe Vera and Thyme","The benefits deriving from the coexistence of energy production from a photovoltaic plant and crops growth on the same land have been investigated in Enel Green Power photovoltaic plant of Totana, in the semi-arid region of Murcia, in Spain. In this area, scarcity of water resources and high temperatures can have a major impact on production and agrivoltaic can be relevant for the potential benefits of shading on crops. Pepper “Bola”, aloe vera and thyme have been selected for their economic importance and adaptation to the conditions of the area. The results reported are related to the testing areas in the corridors between two modules rows and to the control area. For pepper, an increase of more than 60% in the agricultural yield and in fresh mean weight and of more than 30% for the fruits number have been observed in the corridors, with respect to the control area. For aloe and thyme in the corridor zone a higher plant biomass (more than 30% and 20%, respectively) has been recorded, compared to the control area. An increase of 11% in weight of the fresh biomass has also been detected for thyme in the corridor after about one year from the implementation. The results obtained in the first year have shown that the intermittent shade and microclimate generated by the photovoltaic panels in the corridor area could benefit pepper, aloe vera and thyme cultivation. These trials will continue in next crop cycles, to confirm the preliminary results.",31.03.2021,31.05.2022,Totana,45000,,,Открытый грунт,Равномерное орошение,Средняя,Алоэ вера,,,,,,,,"5,5",,,"5,7",,,,,,,130%,130%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52825/agripv.v1i.607,"Agrivoltaic in a Semi-Aride Climate: Co-Existence of Agricultural Activities in Utility-Scale Plants of EGP for Multiple and Sustainable Land Use: A Case Study of Pepper, Aloe Vera and Thyme","The benefits deriving from the coexistence of energy production from a photovoltaic plant and crops growth on the same land have been investigated in Enel Green Power photovoltaic plant of Totana, in the semi-arid region of Murcia, in Spain. In this area, scarcity of water resources and high temperatures can have a major impact on production and agrivoltaic can be relevant for the potential benefits of shading on crops. Pepper “Bola”, aloe vera and thyme have been selected for their economic importance and adaptation to the conditions of the area. The results reported are related to the testing areas in the corridors between two modules rows and to the control area. For pepper, an increase of more than 60% in the agricultural yield and in fresh mean weight and of more than 30% for the fruits number have been observed in the corridors, with respect to the control area. For aloe and thyme in the corridor zone a higher plant biomass (more than 30% and 20%, respectively) has been recorded, compared to the control area. An increase of 11% in weight of the fresh biomass has also been detected for thyme in the corridor after about one year from the implementation. The results obtained in the first year have shown that the intermittent shade and microclimate generated by the photovoltaic panels in the corridor area could benefit pepper, aloe vera and thyme cultivation. These trials will continue in next crop cycles, to confirm the preliminary results.",31.03.2021,31.05.2022,Totana,45000,,,Открытый грунт,Равномерное орошение,Средняя,Тимьян,,,,,,,,"5,5",,,"5,7",,,,,,,111%,120%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.seta.2017.08.004,Agrivoltaic potential on grape farms in India,"Aggressive growth of land-based solar photovoltaic (PV) farms can create a land use conflict with agricultural production. Fortunately, this issue can be resolved using the concept of agrivoltaics, which is co-development of land area for both solar PV and agriculture. To investigate and quantify PV generation potential, without significantly harming agriculture output, this study explores the viability of agrivoltaic farms deployment on existing grape farms in India. Considering the shade tolerance of grapes, an techno-economicanalysis is run for the installation of PV systems in the area available between the trellises on a grape farm. The electrical energy generation potential is determined per unit area and economic benefits for the cultivators is quantified over a number of design options. The results show the economic value of the grape farms deploying the proposed agrivoltaic systems may increase more than 15 times as compared to conventional farming, while maintaining approximately the same grape production. If this dual use of land is implemented nationwide, it can make a significant impact by generating over 16,000 GWh electricity, which has the potential of meeting the energy demands of more than 15 million people. In addition, grape-based agrivoltaics can be implemented in rural areas to enable village electrification.",,,Насик,4046,"0,26","0,26",Открытый грунт,Равномерное орошение,,Виноград,"1,8",,TSM-310-PD14,0.0,21,,,"1,8",,,"5,5",,,"41,68067227","168,64",259826,"1540,713947",100%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apenergy.2023.121130,Agrivoltaic system designing for sustainability and smart farming: Agronomic aspects and design criteria with safety assessment,"An agrivoltaic system (AVS) offers a potential strategy for meeting global demands for renewable energy and sustainability by integrating photovoltaics and agriculture. Many empirical studies have installed facilities and cultivated actual crops, revealing that AVSs improve land use efficiency. However, it is rare for actual end-users and farmsteads to adopt AVSs owing to a lack of standardised models and design criteria. In this study, we conducted a comprehensive AVS design considering agronomic aspects and structural safety along with an analysis of design criteria to promote the dissemination of AVSs. Based on the photovoltaic module arrangement and adjusting installation conditions, various design types were considered to reflect on-site conditions and user preferences. In addition, safety standards for disaster resistance and trade-offs among shading ratio, power generation capacity, and quantity of structural members were analysed. The safety assessment results demonstrated that the column of the AVS structure was vulnerable to wind loads, and the safety standards varied according to the adjusted column spacing. The narrower the column design, the more advantageous the safety and power generation and the more disadvantageous the crop cultivation environment and installation cost. The sequentially mounted type allowed relatively less solar radiation to reach the crop and generated more solar energy. When the modules were mounted at a distance, the structural safety was slightly reduced; however, more solar radiation and economic feasibility were secured. These results will support decision-making regarding AVS designs, help in identifying the sensitivity of crops to shading, and be utilised for the establishment of a standardised AVS model to promote dissemination.",,,Южная Корея,10000,"1,35","1,35",Открытый грунт,,,Салат-латук,"1,05",,,0.0,30,0,"3,8",4,"49,4%",,,,,"100,98","1009,8",,,80%,80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apenergy.2023.121130,Agrivoltaic system designing for sustainability and smart farming: Agronomic aspects and design criteria with safety assessment,"An agrivoltaic system (AVS) offers a potential strategy for meeting global demands for renewable energy and sustainability by integrating photovoltaics and agriculture. Many empirical studies have installed facilities and cultivated actual crops, revealing that AVSs improve land use efficiency. However, it is rare for actual end-users and farmsteads to adopt AVSs owing to a lack of standardised models and design criteria. In this study, we conducted a comprehensive AVS design considering agronomic aspects and structural safety along with an analysis of design criteria to promote the dissemination of AVSs. Based on the photovoltaic module arrangement and adjusting installation conditions, various design types were considered to reflect on-site conditions and user preferences. In addition, safety standards for disaster resistance and trade-offs among shading ratio, power generation capacity, and quantity of structural members were analysed. The safety assessment results demonstrated that the column of the AVS structure was vulnerable to wind loads, and the safety standards varied according to the adjusted column spacing. The narrower the column design, the more advantageous the safety and power generation and the more disadvantageous the crop cultivation environment and installation cost. The sequentially mounted type allowed relatively less solar radiation to reach the crop and generated more solar energy. When the modules were mounted at a distance, the structural safety was slightly reduced; however, more solar radiation and economic feasibility were secured. These results will support decision-making regarding AVS designs, help in identifying the sensitivity of crops to shading, and be utilised for the establishment of a standardised AVS model to promote dissemination.",,,Южная Корея,10000,"1,35","1,35",Открытый грунт,,,Салат-латук,"2,75",,,0.0,30,"0,09","3,8",4,"61,9%",,,,,"84,04","840,4",,,80%,80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apenergy.2023.121130,Agrivoltaic system designing for sustainability and smart farming: Agronomic aspects and design criteria with safety assessment,"An agrivoltaic system (AVS) offers a potential strategy for meeting global demands for renewable energy and sustainability by integrating photovoltaics and agriculture. Many empirical studies have installed facilities and cultivated actual crops, revealing that AVSs improve land use efficiency. However, it is rare for actual end-users and farmsteads to adopt AVSs owing to a lack of standardised models and design criteria. In this study, we conducted a comprehensive AVS design considering agronomic aspects and structural safety along with an analysis of design criteria to promote the dissemination of AVSs. Based on the photovoltaic module arrangement and adjusting installation conditions, various design types were considered to reflect on-site conditions and user preferences. In addition, safety standards for disaster resistance and trade-offs among shading ratio, power generation capacity, and quantity of structural members were analysed. The safety assessment results demonstrated that the column of the AVS structure was vulnerable to wind loads, and the safety standards varied according to the adjusted column spacing. The narrower the column design, the more advantageous the safety and power generation and the more disadvantageous the crop cultivation environment and installation cost. The sequentially mounted type allowed relatively less solar radiation to reach the crop and generated more solar energy. When the modules were mounted at a distance, the structural safety was slightly reduced; however, more solar radiation and economic feasibility were secured. These results will support decision-making regarding AVS designs, help in identifying the sensitivity of crops to shading, and be utilised for the establishment of a standardised AVS model to promote dissemination.",,,Южная Корея,10000,"1,35","1,35",Открытый грунт,,,Виноград,"1,05",,,0.0,30,0,"3,8",4,"49,4%",,,,,"100,98","1009,8",,,80%,80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apenergy.2023.121130,Agrivoltaic system designing for sustainability and smart farming: Agronomic aspects and design criteria with safety assessment,"An agrivoltaic system (AVS) offers a potential strategy for meeting global demands for renewable energy and sustainability by integrating photovoltaics and agriculture. Many empirical studies have installed facilities and cultivated actual crops, revealing that AVSs improve land use efficiency. However, it is rare for actual end-users and farmsteads to adopt AVSs owing to a lack of standardised models and design criteria. In this study, we conducted a comprehensive AVS design considering agronomic aspects and structural safety along with an analysis of design criteria to promote the dissemination of AVSs. Based on the photovoltaic module arrangement and adjusting installation conditions, various design types were considered to reflect on-site conditions and user preferences. In addition, safety standards for disaster resistance and trade-offs among shading ratio, power generation capacity, and quantity of structural members were analysed. The safety assessment results demonstrated that the column of the AVS structure was vulnerable to wind loads, and the safety standards varied according to the adjusted column spacing. The narrower the column design, the more advantageous the safety and power generation and the more disadvantageous the crop cultivation environment and installation cost. The sequentially mounted type allowed relatively less solar radiation to reach the crop and generated more solar energy. When the modules were mounted at a distance, the structural safety was slightly reduced; however, more solar radiation and economic feasibility were secured. These results will support decision-making regarding AVS designs, help in identifying the sensitivity of crops to shading, and be utilised for the establishment of a standardised AVS model to promote dissemination.",,,Южная Корея,10000,"1,35","1,35",Открытый грунт,,,Виноград,"2,75",,,0.0,30,"0,09","3,8",4,"61,9%",,,,,"84,04","840,4",,,80%,80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apenergy.2023.121130,Agrivoltaic system designing for sustainability and smart farming: Agronomic aspects and design criteria with safety assessment,"An agrivoltaic system (AVS) offers a potential strategy for meeting global demands for renewable energy and sustainability by integrating photovoltaics and agriculture. Many empirical studies have installed facilities and cultivated actual crops, revealing that AVSs improve land use efficiency. However, it is rare for actual end-users and farmsteads to adopt AVSs owing to a lack of standardised models and design criteria. In this study, we conducted a comprehensive AVS design considering agronomic aspects and structural safety along with an analysis of design criteria to promote the dissemination of AVSs. Based on the photovoltaic module arrangement and adjusting installation conditions, various design types were considered to reflect on-site conditions and user preferences. In addition, safety standards for disaster resistance and trade-offs among shading ratio, power generation capacity, and quantity of structural members were analysed. The safety assessment results demonstrated that the column of the AVS structure was vulnerable to wind loads, and the safety standards varied according to the adjusted column spacing. The narrower the column design, the more advantageous the safety and power generation and the more disadvantageous the crop cultivation environment and installation cost. The sequentially mounted type allowed relatively less solar radiation to reach the crop and generated more solar energy. When the modules were mounted at a distance, the structural safety was slightly reduced; however, more solar radiation and economic feasibility were secured. These results will support decision-making regarding AVS designs, help in identifying the sensitivity of crops to shading, and be utilised for the establishment of a standardised AVS model to promote dissemination.",,,Южная Корея,10000,"1,35","1,35",Открытый грунт,,,Салат-латук,"1,05",,,0.0,30,0,"3,8","4,5","54,725%",,,,,"92,565","925,65",,,80%,80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apenergy.2023.121130,Agrivoltaic system designing for sustainability and smart farming: Agronomic aspects and design criteria with safety assessment,"An agrivoltaic system (AVS) offers a potential strategy for meeting global demands for renewable energy and sustainability by integrating photovoltaics and agriculture. Many empirical studies have installed facilities and cultivated actual crops, revealing that AVSs improve land use efficiency. However, it is rare for actual end-users and farmsteads to adopt AVSs owing to a lack of standardised models and design criteria. In this study, we conducted a comprehensive AVS design considering agronomic aspects and structural safety along with an analysis of design criteria to promote the dissemination of AVSs. Based on the photovoltaic module arrangement and adjusting installation conditions, various design types were considered to reflect on-site conditions and user preferences. In addition, safety standards for disaster resistance and trade-offs among shading ratio, power generation capacity, and quantity of structural members were analysed. The safety assessment results demonstrated that the column of the AVS structure was vulnerable to wind loads, and the safety standards varied according to the adjusted column spacing. The narrower the column design, the more advantageous the safety and power generation and the more disadvantageous the crop cultivation environment and installation cost. The sequentially mounted type allowed relatively less solar radiation to reach the crop and generated more solar energy. When the modules were mounted at a distance, the structural safety was slightly reduced; however, more solar radiation and economic feasibility were secured. These results will support decision-making regarding AVS designs, help in identifying the sensitivity of crops to shading, and be utilised for the establishment of a standardised AVS model to promote dissemination.",,,Южная Корея,10000,"1,35","1,35",Открытый грунт,,,Салат-латук,"2,75",,,0.0,30,"0,09","3,8","4,5","65,075%",,,,,"77,0375","770,375",,,80%,80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apenergy.2023.121130,Agrivoltaic system designing for sustainability and smart farming: Agronomic aspects and design criteria with safety assessment,"An agrivoltaic system (AVS) offers a potential strategy for meeting global demands for renewable energy and sustainability by integrating photovoltaics and agriculture. Many empirical studies have installed facilities and cultivated actual crops, revealing that AVSs improve land use efficiency. However, it is rare for actual end-users and farmsteads to adopt AVSs owing to a lack of standardised models and design criteria. In this study, we conducted a comprehensive AVS design considering agronomic aspects and structural safety along with an analysis of design criteria to promote the dissemination of AVSs. Based on the photovoltaic module arrangement and adjusting installation conditions, various design types were considered to reflect on-site conditions and user preferences. In addition, safety standards for disaster resistance and trade-offs among shading ratio, power generation capacity, and quantity of structural members were analysed. The safety assessment results demonstrated that the column of the AVS structure was vulnerable to wind loads, and the safety standards varied according to the adjusted column spacing. The narrower the column design, the more advantageous the safety and power generation and the more disadvantageous the crop cultivation environment and installation cost. The sequentially mounted type allowed relatively less solar radiation to reach the crop and generated more solar energy. When the modules were mounted at a distance, the structural safety was slightly reduced; however, more solar radiation and economic feasibility were secured. These results will support decision-making regarding AVS designs, help in identifying the sensitivity of crops to shading, and be utilised for the establishment of a standardised AVS model to promote dissemination.",,,Южная Корея,10000,"1,35","1,35",Открытый грунт,,,Виноград,"1,05",,,0.0,30,0,"3,8","4,5","54,725%",,,,,"92,565","925,65",,,80%,80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
